,rec_yds_per_rec,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,yds_per_touch,season_count,targets_per_g,touches_per_g,yds_from_scrimmage_per_g,rush_receive_td_per_g,rec_td_per_g,rush_first_down_per_g,fumbles_per_g,rush_td_per_g,rec_first_down_per_g,snap_percentage,position,college_id
AvanJa00,11.427272727272728,2.309090909090909,27.30909090909091,61.209090909090904,7.045454545454546,0.18181818181818182,0.018181818181818184,0.0016528925619834713,11.363636363636363,11,3.7908496732026142,2.3594771241830066,27.92156862745098,0.08496732026143791,0.08496732026143791,0.0,0.0392156862745098,0.0,1.2875816993464053,0.5683622463981182,WR,jason-avant-1
AverDo00,13.299999999999999,2.6,33.78333333333333,48.36666666666667,6.383333333333333,3.283333333333333,1.25,0.03888888888888888,12.866666666666667,6,5.597402597402597,3.090909090909091,38.63636363636363,0.19480519480519481,0.18181818181818182,0.05194805194805195,0.06493506493506493,0.012987012987012988,1.6363636363636365,0.7424357034795764,WR,donnie-avery-1
AyerDe00,8.8,3.0,26.5,46.2,4.1,-6.0,-6.0,1.0,5.1,1,6.5,4.0,20.5,0.5,0.5,0.0,0.0,0.0,1.5,0.5127887787060474,WR,demarcus-ayers-1
BailSt01,14.333333333333334,1.5666666666666667,22.666666666666668,60.4,8.6,9.833333333333334,1.0,0.022222222222222223,14.433333333333332,3,2.526315789473684,1.631578947368421,23.394736842105264,0.07894736842105263,0.05263157894736842,0.05263157894736842,0.0,0.02631578947368421,0.9473684210526315,0.36025641025641025,WR,stedman-bailey-1
BakeDa01,6.0,0.1,0.8,50.0,3.0,0.0,0.0,0.0,6.0,1,0.25,0.125,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5127887787060474,WR,dallas-baker-1
BaldJo00,12.566666666666668,1.2,16.266666666666666,38.766666666666666,4.966666666666667,0.0,0.0,0.0,12.566666666666668,3,3.272727272727273,1.3333333333333333,18.393939393939394,0.06060606060606061,0.06060606060606061,0.0,0.0,0.0,0.8787878787878788,0.45557122708039494,WR,jonathan-baldwin-1
BeckOd00,13.775,5.4625,75.3875,59.1,8.15,7.8875,2.5625,0.0375,13.5875,8,9.454545454545455,5.988636363636363,82.18181818181819,0.5909090909090909,0.5795454545454546,0.10227272727272728,0.10227272727272728,0.011363636363636364,3.727272727272727,0.895368492224476,WR,odell-beckham-jr-1
BenjKe00,14.26,2.86,41.04,48.5,6.959999999999999,0.0,0.0,0.0,14.26,5,6.453125,3.296875,47.609375,0.3125,0.3125,0.0,0.03125,0.0,1.859375,0.7278934790030728,WR,kelvin-benjamin-1
BenjTr00,13.422222222222222,1.6666666666666667,24.41111111111111,42.84444444444445,6.5,8.277777777777779,2.3333333333333335,0.0308641975308642,12.677777777777777,9,3.9313725490196076,2.392156862745098,33.44117647058823,0.18627450980392157,0.18627450980392157,0.14705882352941177,0.14705882352941177,0.0,1.2450980392156863,0.48160141301148074,WR,travis-benjamin-1
BennAr00,14.440000000000001,0.9400000000000001,14.02,58.260000000000005,8.18,1.9799999999999998,0.76,0.04800000000000001,13.440000000000001,5,1.7540983606557377,1.3114754098360655,16.950819672131146,0.09836065573770492,0.09836065573770492,0.04918032786885246,0.03278688524590164,0.0,0.5901639344262295,0.11502029769959404,WR,arrelious-benn-1
BennEa00,10.316666666666666,2.2333333333333334,27.833333333333332,52.6,6.383333333333333,0.75,0.09999999999999999,0.002777777777777778,10.266666666666667,6,3.782051282051282,2.3974358974358974,29.307692307692307,0.15384615384615385,0.15384615384615385,0.01282051282051282,0.05128205128205128,0.0,1.3717948717948718,0.5354155047406581,WR,earl-bennett-1
BerrBe00,14.475,2.4625,35.3375,48.025,6.925,2.5,0.7375,0.01875,13.65,8,5.165137614678899,2.7981651376146788,38.56880733944954,0.22018348623853212,0.22018348623853212,0.03669724770642202,0.06422018348623854,0.0,1.6788990825688073,0.5127887787060474,WR,bernard-berrian-1
BerrBr00,12.833333333333334,1.7333333333333332,17.866666666666667,61.63333333333333,7.400000000000001,5.733333333333333,1.2333333333333334,0.05555555555555555,12.799999999999999,3,2.4,1.7,18.175,0.1,0.1,0.025,0.025,0.0,0.7,0.5127887787060474,WR,braxton-berrios-1
BlacJu00,13.9,5.65,78.95,54.45,7.6,5.25,0.5499999999999999,0.1,13.65,2,9.0,4.8,65.1,0.3,0.3,0.1,0.05,0.0,2.9,0.9060509554140127,WR,justin-blackmon-1
BoldAn00,12.75,5.378571428571428,68.55,62.142857142857146,7.864285714285714,4.235714285714286,1.1928571428571428,0.015816326530612247,12.507142857142856,14,8.599009900990099,5.534653465346534,69.34653465346534,0.41089108910891087,0.40594059405940597,0.0594059405940594,0.0891089108910891,0.0049504950495049506,3.4405940594059405,0.8479308959421455,WR,anquan-boldin-1
BowdLy00,7.5,2.8,21.1,75.7,5.7,3.6,3.2,0.9,6.6,1,3.7,3.7,24.3,0.0,0.0,0.3,0.0,0.0,1.3,0.5127887787060474,WR,lynn-bowden-jr-1
BoweDw00,13.066666666666666,4.077777777777778,54.333333333333336,54.333333333333336,7.144444444444444,1.7777777777777777,0.12222222222222223,0.0024691358024691358,13.055555555555555,9,7.68,4.312,57.792,0.352,0.352,0.0,0.048,0.0,2.96,0.7491577335375191,WR,dwayne-bowe-1
BoycJo00,6.7,0.5,6.7,23.7,3.2,0.0,0.0,0.0,6.7,2,1.9,0.9,12.1,0.0,0.0,0.0,0.0,0.0,0.6,0.2589041095890411,WR,josh-boyce-1
BoydTy00,11.316666666666668,4.3500000000000005,50.083333333333336,67.93333333333334,7.666666666666667,5.266666666666667,1.4166666666666667,0.027777777777777776,11.266666666666666,6,6.675,4.675,53.5625,0.2625,0.2625,0.0625,0.05,0.0,2.7,0.5127887787060474,WR,tyler-boyd-1
BoykMi00,11.733333333333334,0.7333333333333334,10.066666666666666,72.23333333333333,7.7,0.0,0.0,0.0,11.733333333333334,3,1.5135135135135136,0.8918918918918919,12.702702702702704,0.1891891891891892,0.1891891891891892,0.0,0.0,0.0,0.6486486486486487,0.5127887787060474,WR,miles-boykin-1
BradMa00,13.9,1.95,26.683333333333334,47.38333333333333,6.766666666666667,1.6666666666666667,0.25,0.005555555555555556,13.866666666666667,6,3.8507462686567164,1.8507462686567164,25.119402985074625,0.1791044776119403,0.1791044776119403,0.014925373134328358,0.014925373134328358,0.0,0.7164179104477612,0.5127887787060474,WR,mark-bradley-1
BranDe00,12.233333333333334,3.6333333333333333,45.19166666666666,59.775,7.266666666666667,0.875,0.18333333333333335,0.00486111111111111,12.108333333333334,12,6.256944444444445,3.7430555555555554,47.145833333333336,0.2777777777777778,0.2777777777777778,0.020833333333333332,0.027777777777777776,0.0,2.0972222222222223,0.5900621118012422,WR,deion-branch-1
BrazLa00,15.149999999999999,0.95,14.25,45.099999999999994,6.9,0.0,0.0,0.0,15.149999999999999,2,2.04,0.92,13.88,0.12,0.12,0.0,0.08,0.0,0.56,0.2540229885057471,WR,lavon-brazill-1
BreaSt00,12.716666666666667,2.85,37.983333333333334,59.199999999999996,7.566666666666666,11.116666666666667,1.3666666666666665,0.01666666666666667,12.483333333333334,6,4.755813953488372,3.0813953488372094,40.77906976744186,0.10465116279069768,0.10465116279069768,0.06976744186046512,0.046511627906976744,0.0,1.813953488372093,0.3801775147928994,WR,steve-breaston-1
BrisDe00,12.533333333333333,1.8333333333333333,24.599999999999998,64.76666666666667,8.433333333333334,0.3333333333333333,0.03333333333333333,0.011111111111111112,11.433333333333332,3,2.52,1.76,20.12,0.28,0.28,0.0,0.0,0.0,1.0,0.1,WR,dezmon-briscoe-1
BritKe00,14.75,2.81,44.0,51.52,7.82,0.7,0.09,0.001,14.709999999999999,10,5.159663865546219,2.7983193277310923,43.47899159663866,0.2689075630252101,0.2689075630252101,0.008403361344537815,0.058823529411764705,0.0,1.8571428571428572,0.6584602545378677,WR,kenny-britt-1
BrouJo00,31.5,0.5,15.8,33.3,10.5,0.0,0.0,0.0,31.5,1,1.5,0.5,15.75,0.125,0.125,0.0,0.0,0.0,0.375,0.5127887787060474,WR,john-broussard-1
BrowAJ00,16.466666666666665,4.433333333333334,70.46666666666667,63.13333333333333,10.366666666666667,7.666666666666667,1.4000000000000001,0.03333333333333334,16.366666666666667,3,6.7105263157894735,4.368421052631579,72.10526315789474,0.6052631578947368,0.5789473684210527,0.05263157894736842,0.07894736842105263,0.02631578947368421,3.1578947368421053,0.5127887787060474,WR,aj-brown-3
BrowAn04,13.133333333333333,5.941666666666666,78.7,66.175,8.6,2.9583333333333335,1.1500000000000001,0.024305555555555556,12.65,12,9.631944444444445,6.597222222222222,85.36111111111111,0.5763888888888888,0.5763888888888888,0.0625,0.10416666666666667,0.0,4.152777777777778,0.8759259259259259,WR,antonio-brown-1
BrowJu00,7.8,1.5,11.8,57.1,4.5,0.0,0.0,0.0,7.8,1,2.625,1.5,11.75,0.0,0.0,0.0,0.125,0.0,0.5,0.46017699115044247,WR,justin-brown-1
BrowMa04,13.266666666666666,4.233333333333333,56.56666666666667,62.06666666666666,8.233333333333333,2.0,0.2333333333333333,0.022222222222222223,13.166666666666666,3,6.487179487179487,4.051282051282051,53.282051282051285,0.5384615384615384,0.5384615384615384,0.02564102564102564,0.05128205128205128,0.0,2.2051282051282053,0.5127887787060474,WR,marquise-brown-1
BrowNo00,11.05,0.7,8.25,58.8,6.7,1.0,0.075,0.00625,10.925,4,1.1590909090909092,0.7045454545454546,7.818181818181818,0.0,0.0,0.0,0.0,0.0,0.3409090909090909,0.5127887787060474,WR,noah-brown-2
BrowRe01,15.0,2.3600000000000003,34.36,50.12,7.44,4.64,0.9,0.032,14.280000000000001,5,4.680555555555555,2.611111111111111,36.69444444444444,0.25,0.2361111111111111,0.05555555555555555,0.027777777777777776,0.013888888888888888,1.5833333333333333,0.5127887787060474,WR,reggie-brown-2
BrowVi00,15.15,1.675,22.975,53.3,7.875,0.0,0.0,0.0,15.15,4,3.5,1.9210526315789473,24.763157894736842,0.07894736842105263,0.07894736842105263,0.0,0.0,0.0,1.394736842105263,0.6539624924379915,WR,vincent-brown-3
BroyRy00,12.4,1.3,16.733333333333334,55.300000000000004,6.933333333333333,0.0,0.0,0.0,12.4,3,2.4285714285714284,1.5238095238095237,20.0,0.09523809523809523,0.09523809523809523,0.0,0.0,0.0,1.0476190476190477,0.32278889606197547,WR,ryan-broyles-1
BryaAn00,15.5875,3.4625,53.4,52.2125,8.1125,2.5875,0.5125,0.010937500000000001,15.325,8,6.666666666666667,3.5945945945945947,54.1981981981982,0.2702702702702703,0.2702702702702703,0.02702702702702703,0.06306306306306306,0.0,2.036036036036036,0.5127887787060474,WR,antonio-bryant-1
BryaDe01,13.244444444444445,4.177777777777778,57.85555555555556,57.1888888888889,7.633333333333334,-0.05555555555555555,-0.02222222222222222,0.006172839506172839,13.11111111111111,9,7.73109243697479,4.563025210084033,63.05042016806723,0.6302521008403361,0.6302521008403361,0.0,0.11764705882352941,0.0,2.991596638655462,0.8157632191553044,WR,dez-bryant-1
BryaMa00,15.625,3.1999999999999997,49.475,59.6,9.2,5.7,2.25,0.1,14.55,4,5.704545454545454,3.6818181818181817,51.75,0.4090909090909091,0.38636363636363635,0.06818181818181818,0.045454545454545456,0.022727272727272728,1.8181818181818181,0.5672981056829511,WR,martavis-bryant-1
BurlNa00,12.127272727272727,3.627272727272727,43.6,59.71818181818182,7.218181818181819,2.772727272727273,1.9454545454545453,0.02975206611570248,11.763636363636364,11,5.555555555555555,3.6814814814814816,43.60740740740741,0.28888888888888886,0.28888888888888886,0.11851851851851852,0.1037037037037037,0.0,2.0814814814814815,0.7900552486187845,WR,nate-burleson-1
BurrPl00,15.072727272727274,3.4818181818181815,53.27272727272727,49.38181818181818,7.536363636363637,-0.6363636363636364,-0.03636363636363637,0.0008264462809917356,15.045454545454545,11,7.45945945945946,3.7432432432432434,57.37837837837838,0.43243243243243246,0.43243243243243246,0.0,0.060810810810810814,0.0,2.7027027027027026,0.13991769547325103,WR,plaxico-burress-1
BurtKe00,11.649999999999999,1.9,20.65,50.2,5.75,1.35,0.3,0.05,10.7,2,3.3636363636363638,1.8636363636363635,19.681818181818183,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.9545454545454546,0.5127887787060474,WR,keenan-burton-1
ButlBr00,14.428571428571429,1.1428571428571428,17.357142857142858,57.285714285714285,8.185714285714287,0.0,0.0,0.0,14.428571428571429,7,2.026666666666667,1.1333333333333333,17.293333333333333,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0.76,0.3607359105728924,WR,brice-butler-1
ButlDe00,7.725,1.2249999999999999,12.675,43.2,4.25,0.75,0.125,0.0125,7.625,4,3.4,1.6857142857142857,17.62857142857143,0.11428571428571428,0.11428571428571428,0.0,0.0,0.0,0.9142857142857143,0.109375,WR,deon-butler-1
CainDe00,9.4,0.5,7.166666666666667,42.76666666666667,6.066666666666666,0.0,0.0,0.0,9.4,3,1.2380952380952381,0.6666666666666666,9.333333333333334,0.0,0.0,0.0,0.0,0.0,0.5238095238095238,0.5127887787060474,WR,deon-cain-1
CaldAn00,10.6375,1.425,13.5375,50.3375,5.1625,4.9875,1.4124999999999999,0.0203125,10.35,8,2.6095238095238096,1.6,15.295238095238096,0.10476190476190476,0.10476190476190476,0.0761904761904762,0.047619047619047616,0.0,0.819047619047619,0.20376175548589343,WR,andre-caldwell-1
CaldRe00,11.866666666666667,2.1333333333333333,26.78333333333333,54.98333333333333,6.666666666666667,5.6000000000000005,2.2166666666666663,0.044444444444444446,11.350000000000001,6,3.8450704225352115,2.3380281690140845,27.591549295774648,0.15492957746478872,0.15492957746478872,0.07042253521126761,0.11267605633802817,0.0,1.2816901408450705,0.5127887787060474,WR,reche-caldwell-1
CaliTy00,10.566666666666666,1.7,16.7,48.1,4.8999999999999995,1.6666666666666667,0.13333333333333333,0.011111111111111112,10.366666666666667,3,3.2962962962962963,1.5925925925925926,18.74074074074074,0.14814814814814814,0.14814814814814814,0.0,0.037037037037037035,0.0,1.0,0.5127887787060474,WR,tyrone-calico-1
CallAn00,11.566666666666668,1.7,20.96666666666667,52.56666666666666,6.1000000000000005,1.1666666666666667,0.13333333333333333,0.011111111111111112,11.433333333333332,3,3.92,2.2,28.08,0.2,0.2,0.04,0.04,0.0,1.24,0.5127887787060474,WR,antonio-callaway-1
CampMi02,7.675,1.15,11.9,57.875,5.875,10.225,7.875,0.11875,13.75,4,1.7916666666666667,1.7083333333333333,18.375,0.125,0.08333333333333333,0.25,0.16666666666666666,0.041666666666666664,0.7083333333333334,0.24033816425120774,WR,michael-campanaro-1
CampPa00,11.700000000000001,2.533333333333333,28.666666666666668,66.83333333333333,7.566666666666666,5.5,4.3,0.17777777777777778,11.466666666666669,3,3.5714285714285716,2.857142857142857,29.285714285714285,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.0,1.2142857142857142,0.5127887787060474,WR,parris-campbell-1
CarrLe00,22.2,0.3,5.8,52.76666666666667,11.366666666666667,4.666666666666667,0.5333333333333333,0.011111111111111112,18.533333333333335,3,0.5945945945945946,0.35135135135135137,5.5675675675675675,0.05405405405405406,0.05405405405405406,0.02702702702702703,0.0,0.0,0.21621621621621623,0.5127887787060474,WR,leonte-carroo-1
CartDr00,15.666666666666666,2.033333333333333,30.7,46.300000000000004,6.933333333333334,3.0,0.43333333333333335,0.011111111111111112,15.566666666666668,3,4.2727272727272725,2.212121212121212,30.151515151515152,0.24242424242424243,0.24242424242424243,0.030303030303030304,0.0,0.0,1.393939393939394,0.5127887787060474,WR,drew-carter-1
CartTi00,13.757142857142856,1.157142857142857,15.442857142857141,46.51428571428572,6.785714285714286,4.071428571428571,1.9,0.02857142857142857,12.299999999999999,7,2.436619718309859,1.295774647887324,16.718309859154928,0.056338028169014086,0.056338028169014086,0.07042253521126761,0.028169014084507043,0.0,0.7183098591549296,0.5127887787060476,WR,tim-carter-1
CephQu00,15.55,2.25,33.8,62.650000000000006,9.65,0.0,0.0,0.0,15.55,2,3.1666666666666665,1.9444444444444444,30.72222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,1.3888888888888888,0.5127887787060474,WR,quintez-cephus-1
ChamCh00,13.98181818181818,3.2909090909090906,46.309090909090905,47.50909090909091,6.672727272727273,3.8636363636363638,2.190909090909091,0.024793388429752063,13.69090909090909,11,7.125,3.70625,50.89375,0.36875,0.36875,0.0875,0.06875,0.0,1.89375,0.5127887787060474,WR,chris-chambers-1
CharDJ00,15.375,3.025,43.95,48.625,7.125,2.5,0.325,0.00625,15.35,4,6.162790697674419,3.4651162790697674,47.95348837209303,0.3488372093023256,0.3488372093023256,0.023255813953488372,0.023255813953488372,0.0,2.13953488372093,0.5127887787060474,WR,dj-chark-1
ChesJe00,8.0,0.15000000000000002,1.05,50.0,4.0,-2.0,-0.15,0.025,5.25,2,0.25,0.16666666666666666,0.875,0.0,0.0,0.0,0.0,0.0,0.125,0.5127887787060474,WR,jehu-chesson-1
ClayCh01,14.5,4.0,58.25,56.349999999999994,8.15,5.05,4.15,0.375,13.05,2,7.0,4.6521739130434785,59.69565217391305,0.5217391304347826,0.43478260869565216,0.30434782608695654,0.13043478260869565,0.08695652173913043,2.5652173913043477,0.5127887787060474,WR,chase-claypool-1
ClayKa00,8.533333333333333,0.3666666666666667,4.266666666666667,21.633333333333336,2.766666666666667,7.5,1.7,0.044444444444444446,8.133333333333333,3,1.4166666666666667,0.6666666666666666,8.166666666666666,0.0,0.0,0.041666666666666664,0.25,0.0,0.16666666666666666,0.5127887787060474,WR,kaelin-clay-1
ClayMa01,12.7,3.057142857142857,39.628571428571426,55.642857142857146,6.928571428571429,3.757142857142857,1.2571428571428573,0.03877551020408163,12.1,7,5.9156626506024095,3.4457831325301207,42.963855421686745,0.1927710843373494,0.1686746987951807,0.07228915662650602,0.012048192771084338,0.024096385542168676,1.8674698795180722,0.5127887787060476,WR,mark-clayton-1
ClayMi00,10.95,1.9625,25.7,46.9,5.8875,2.8875,0.9125,0.0203125,10.525,8,4.168421052631579,2.536842105263158,32.1578947368421,0.10526315789473684,0.10526315789473684,0.07368421052631578,0.06315789473684211,0.0,1.4947368421052631,0.5127887787060474,WR,michael-clayton-1
ClemTo00,13.7,0.8,10.3,27.3,3.7,0.0,0.0,0.0,13.7,1,2.75,0.75,10.25,0.0,0.0,0.0,0.0,0.0,0.5,0.4,WR,toney-clemons-1
ClevTy00,5.25,0.3,3.15,33.35,3.5,0.0,0.0,0.0,5.25,2,0.6666666666666666,0.4,4.2,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.5127887787060474,WR,tyrie-cleveland-1
ClowDa00,19.825,0.6,11.125,45.6,8.75,0.075,0.025,0.0125,19.25,4,1.4193548387096775,0.8387096774193549,11.741935483870968,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.2903225806451613,0.5127887787060474,WR,david-clowney-1
CoatSa00,13.85,0.575,9.925,49.35,6.7,0.875,0.25,0.01875,13.175,4,1.4545454545454546,0.75,12.318181818181818,0.045454545454545456,0.045454545454545456,0.022727272727272728,0.0,0.0,0.45454545454545453,0.5127887787060474,WR,sammie-coates-1
CobbRa00,12.236363636363636,4.154545454545455,50.21818181818182,70.7909090909091,8.69090909090909,4.754545454545454,2.9000000000000004,0.03884297520661157,11.763636363636364,11,6.0,4.64748201438849,53.24460431654676,0.3669064748201439,0.3669064748201439,0.1223021582733813,0.1223021582733813,0.0,2.539568345323741,0.7398705346439702,WR,randall-cobb-1
ColbKe00,10.842857142857143,1.5714285714285714,18.47142857142857,49.0,5.3428571428571425,0.8571428571428571,0.05714285714285715,0.0020408163265306124,10.814285714285715,7,3.475609756097561,1.6829268292682926,20.573170731707318,0.10975609756097561,0.10975609756097561,0.0,0.04878048780487805,0.0,0.926829268292683,0.5127887787060476,WR,keary-colbert-1
ColeCh00,13.1,0.44999999999999996,5.65,42.45,5.6,2.0,0.35,0.05,11.5,2,1.0,0.5185185185185185,6.37037037037037,0.0,0.0,0.037037037037037035,0.1111111111111111,0.0,0.2962962962962963,0.5127887787060474,WR,chris-cole-2
ColeCo00,13.333333333333334,2.1666666666666665,28.03333333333333,49.13333333333333,6.633333333333333,3.3333333333333335,0.5333333333333333,0.03333333333333334,12.700000000000001,3,5.148148148148148,2.3703703703703702,29.77777777777778,0.18518518518518517,0.18518518518518517,0.0,0.0,0.0,1.4814814814814814,0.5127887787060474,WR,corey-coleman-1
ColeLa00,13.05,4.37,55.69,57.489999999999995,7.49,4.42,1.47,0.023,12.629999999999999,10,7.65359477124183,4.647058823529412,57.77777777777778,0.3202614379084967,0.3202614379084967,0.09803921568627451,0.0392156862745098,0.0,2.915032679738562,0.5127887787060474,WR,laveranues-coles-1
CollAu00,9.7,3.1,32.3,71.97999999999999,6.76,0.1,0.02,0.004,9.620000000000001,5,5.469387755102041,3.693877551020408,38.95918367346939,0.32653061224489793,0.32653061224489793,0.0,0.02040816326530612,0.0,2.2448979591836733,0.2059800664451827,WR,austin-collie-1
ConlCh00,13.985714285714286,2.1142857142857143,29.0,60.48571428571428,8.428571428571429,0.0,0.0,0.0,13.985714285714286,7,3.6344086021505375,2.161290322580645,28.817204301075268,0.15053763440860216,0.15053763440860216,0.0,0.053763440860215055,0.0,1.4623655913978495,0.5127887787060476,WR,chris-conley-1
CookBr00,13.7375,4.9125,66.475,66.0375,9.0,5.325,2.675,0.0515625,13.1375,8,7.330357142857143,5.241071428571429,69.70535714285714,0.39285714285714285,0.375,0.16071428571428573,0.03571428571428571,0.017857142857142856,3.0357142857142856,0.8323182583905663,WR,brandin-cooks-1
CoopAm00,13.842857142857143,4.828571428571428,66.42857142857143,63.028571428571425,8.67142857142857,3.042857142857143,0.38571428571428573,0.02040816326530612,13.557142857142859,7,7.673267326732673,4.98019801980198,67.16831683168317,0.42574257425742573,0.42574257425742573,0.0297029702970297,0.06930693069306931,0.0,3.1683168316831685,0.5127887787060476,WR,amari-cooper-1
CoopPh00,7.028571428571428,0.9142857142857144,8.5,48.857142857142854,4.8,1.4285714285714286,0.1142857142857143,0.006122448979591838,6.928571428571429,7,1.52,1.1066666666666667,10.12,0.02666666666666667,0.02666666666666667,0.013333333333333334,0.08,0.0,0.4266666666666667,0.5127887787060476,WR,pharoh-cooper-1
CoopRi00,15.166666666666666,1.8666666666666665,26.633333333333336,49.76666666666667,7.45,0.0,0.18333333333333335,0.0,15.216666666666669,6,3.6363636363636362,1.9204545454545454,27.681818181818183,0.20454545454545456,0.20454545454545456,0.0,0.011363636363636364,0.0,1.1931818181818181,0.7117395437262357,WR,riley-cooper-1
